protein_a,protein_b,interaction_score,experiment_approach,pubmed_id,GO_a,GO_b
b3871,b1831,566,Two-hybrid,PUBMED:24561554,GO:0000027|GO:0000049|GO:0003924|GO:0005515|GO:0005525|GO:0005737|GO:0005829|GO:0006412|GO:0006457|GO:0009408|GO:0009409|GO:0016787|GO:0019843|GO:0042254|GO:0043022|GO:0044183|GO:0097216|GO:1990904,GO:0003723|GO:0003729|GO:0003730|GO:0005515|GO:0005737|GO:0005829|GO:0006974|GO:0007231|GO:0010608|GO:0033592|GO:0034057|GO:0044010|GO:0051050|GO:0071475|GO:1902836
b0684,b1831,258,Two-hybrid,PUBMED:24561554,GO:0000166|GO:0005515|GO:0005737|GO:0005829|GO:0009055|GO:0010181,GO:0003723|GO:0003729|GO:0003730|GO:0005515|GO:0005737|GO:0005829|GO:0006974|GO:0007231|GO:0010608|GO:0033592|GO:0034057|GO:0044010|GO:0051050|GO:0071475|GO:1902836
b2745,b1831,152,Two-hybrid,PUBMED:24561554,GO:0001522|GO:0003723|GO:0005829|GO:0006396|GO:0008033|GO:0009982|GO:0016853|GO:0031119|GO:0106029|GO:0140098|GO:0160150,GO:0003723|GO:0003729|GO:0003730|GO:0005515|GO:0005737|GO:0005829|GO:0006974|GO:0007231|GO:0010608|GO:0033592|GO:0034057|GO:0044010|GO:0051050|GO:0071475|GO:1902836
b3317,b3326,446,Two-hybrid,PUBMED:24561554,GO:0000027|GO:0002181|GO:0003723|GO:0003735|GO:0005515|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0008270|GO:0015934|GO:0016740|GO:0019843|GO:0022625|GO:0032297|GO:1990082|GO:1990904,GO:0005515|GO:0005524|GO:0005886|GO:0008564|GO:0015031|GO:0015627|GO:0015628|GO:0016887|GO:0046872
b2696,b0466,343,Two-hybrid,PUBMED:24561554,GO:0003723|GO:0005737|GO:0005829|GO:0006109|GO:0006402|GO:0006417|GO:0017148|GO:0045947|GO:0045948|GO:0048027|GO:0048255,GO:0036460
b0084,b3208,965,Two-hybrid,PUBMED:24561554,GO:0000917|GO:0004180|GO:0005515|GO:0005886|GO:0006508|GO:0008360|GO:0008658|GO:0008955|GO:0009002|GO:0009252|GO:0009410|GO:0032153|GO:0043093|GO:0051301|GO:0071555|GO:1990586,GO:0005515|GO:0005886|GO:0008360|GO:0008955|GO:0009252|GO:0009274|GO:0016020|GO:0016757|GO:0016763|GO:0043164|GO:0071555
b0785,b1895,198,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005829|GO:0006777|GO:0016740|GO:0030366|GO:0032324|GO:0042803|GO:1990140,GO:0005515|GO:0005737|GO:0009267|GO:0009651|GO:0034644|GO:0042803|GO:0060090
b3507,b0188,188,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0005515|GO:0006355|GO:1990451,GO:0002136|GO:0005524|GO:0005737|GO:0005829|GO:0006400|GO:0008033|GO:0016874|GO:0016879|GO:0032267|GO:0042802
b3781,b2562,188,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005737|GO:0005829|GO:0015035|GO:0015036|GO:0030337|GO:0045454,GO:0002097|GO:0005737|GO:0046872|GO:0051539
b0435,b2562,227,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0005515|GO:0005829|GO:0006351|GO:0006879|GO:0016226|GO:0045454|GO:1990229,GO:0002097|GO:0005737|GO:0046872|GO:0051539
b1175,b2562,155,Two-hybrid,PUBMED:24561554,GO:0000917|GO:0000918|GO:0005515|GO:0005524|GO:0005829|GO:0005886|GO:0007059|GO:0008298|GO:0009898|GO:0016887|GO:0042802|GO:0051301|GO:0060187,GO:0002097|GO:0005737|GO:0046872|GO:0051539
b2025,b2562,214,Two-hybrid,PUBMED:24561554,GO:0000105|GO:0000107|GO:0005515|GO:0005737|GO:0005829|GO:0009382|GO:0016829,GO:0002097|GO:0005737|GO:0046872|GO:0051539
b1884,b1941,985,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005829|GO:0005886|GO:0006479|GO:0006935|GO:0008168|GO:0008276|GO:0008757|GO:0008983|GO:0032259|GO:0098561,GO:0005524|GO:0005737|GO:0006754|GO:0006935|GO:0009058|GO:0009288|GO:0015031|GO:0015986|GO:0016887|GO:0030254|GO:0030257|GO:0042802|GO:0044780|GO:0044781|GO:0045261|GO:0046933|GO:0046961|GO:0071973|GO:0120102|GO:1902600
b2573,b1941,854,Two-hybrid,PUBMED:24561554,GO:0000345|GO:0003677|GO:0005515|GO:0005737|GO:0005886|GO:0006351|GO:0006352|GO:0006355|GO:0006970|GO:0009266|GO:0016987|GO:0036460|GO:0045892|GO:0090605|GO:1903865|GO:2000142,GO:0005524|GO:0005737|GO:0006754|GO:0006935|GO:0009058|GO:0009288|GO:0015031|GO:0015986|GO:0016887|GO:0030254|GO:0030257|GO:0042802|GO:0044780|GO:0044781|GO:0045261|GO:0046933|GO:0046961|GO:0071973|GO:0120102|GO:1902600
b1946,b1941,999,Two-hybrid,PUBMED:24561554,GO:0003774|GO:0005515|GO:0005886|GO:0006935|GO:0009288|GO:0009425|GO:0009433|GO:0016020|GO:0071973|GO:0071977|GO:0097588|GO:0120107,GO:0005524|GO:0005737|GO:0006754|GO:0006935|GO:0009058|GO:0009288|GO:0015031|GO:0015986|GO:0016887|GO:0030254|GO:0030257|GO:0042802|GO:0044780|GO:0044781|GO:0045261|GO:0046933|GO:0046961|GO:0071973|GO:0120102|GO:1902600
b3418,b1942,445,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003700|GO:0005515|GO:0005524|GO:0006355|GO:0042802|GO:0045893|GO:0045913|GO:0048031,GO:0003774|GO:0005515|GO:0005886|GO:0006935|GO:0009288|GO:0015031|GO:0016020|GO:0030254|GO:0030257|GO:0044781|GO:0071973|GO:0120102
b2730,b1921,165,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0016829|GO:0051604|GO:0065003|GO:1904949,GO:0001046|GO:0003677|GO:0015074|GO:0016989|GO:0045892|GO:1902021
b3229,b0731,667,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005737|GO:0005829|GO:0006950|GO:0042594|GO:0045893,GO:0005351|GO:0005515|GO:0005886|GO:0009401|GO:0015755|GO:0016020|GO:0016301|GO:0016310|GO:0022877|GO:0051476|GO:0090563|GO:0090581|GO:1902600
b3229,b0731,667,Affinity Capture-Western,PUBMED:24561554,GO:0005515|GO:0005737|GO:0005829|GO:0006950|GO:0042594|GO:0045893,GO:0005351|GO:0005515|GO:0005886|GO:0009401|GO:0015755|GO:0016020|GO:0016301|GO:0016310|GO:0022877|GO:0051476|GO:0090563|GO:0090581|GO:1902600
b3229,b0731,667,Affinity Capture-Luminescence,PUBMED:24561554,GO:0005515|GO:0005737|GO:0005829|GO:0006950|GO:0042594|GO:0045893,GO:0005351|GO:0005515|GO:0005886|GO:0009401|GO:0015755|GO:0016020|GO:0016301|GO:0016310|GO:0022877|GO:0051476|GO:0090563|GO:0090581|GO:1902600
b0640,b3573,158,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003689|GO:0003887|GO:0005515|GO:0006260|GO:0006261|GO:0009360|GO:0030894|GO:0043846|GO:0071897,GO:0005515|GO:0009055|GO:0046872|GO:0051539
b3067,b0059,477,Two-hybrid,PUBMED:24561554,GO:0000345|GO:0003677|GO:0005515|GO:0005737|GO:0005829|GO:0006351|GO:0006352|GO:0006355|GO:0009408|GO:0010468|GO:0016987|GO:0045892|GO:1903865|GO:2000142,GO:0001000|GO:0003676|GO:0003677|GO:0003682|GO:0004386|GO:0005515|GO:0005524|GO:0005737|GO:0006338|GO:0006355|GO:0016787|GO:0016817|GO:0016887|GO:0031507|GO:0045893|GO:0045944|GO:0140658|GO:0140750
b3987,b0059,995,Two-hybrid,PUBMED:24561554,GO:0000345|GO:0000428|GO:0003677|GO:0003899|GO:0005515|GO:0005737|GO:0005829|GO:0006351|GO:0006352|GO:0006879|GO:0009408|GO:0016020|GO:0016779|GO:0031564|GO:0032549|GO:0032784|GO:0034062|GO:0036460|GO:0042128|GO:0044780|GO:0046677|GO:0048870|GO:0071973|GO:0090605|GO:2000142,GO:0001000|GO:0003676|GO:0003677|GO:0003682|GO:0004386|GO:0005515|GO:0005524|GO:0005737|GO:0006338|GO:0006355|GO:0016787|GO:0016817|GO:0016887|GO:0031507|GO:0045893|GO:0045944|GO:0140658|GO:0140750
b2114,b3317,641,Two-hybrid,PUBMED:24561554,GO:0000049|GO:0004812|GO:0004825|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006412|GO:0006418|GO:0006431|GO:0008270|GO:0016020|GO:0042803|GO:0046872,GO:0000027|GO:0002181|GO:0003723|GO:0003735|GO:0005515|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0008270|GO:0015934|GO:0016740|GO:0019843|GO:0022625|GO:0032297|GO:1990082|GO:1990904
b3306,b3317,999,Two-hybrid,PUBMED:24561554,GO:0000028|GO:0002181|GO:0003735|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0006417|GO:0019843|GO:0022627|GO:0043488|GO:1990904,GO:0000027|GO:0002181|GO:0003723|GO:0003735|GO:0005515|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0008270|GO:0015934|GO:0016740|GO:0019843|GO:0022625|GO:0032297|GO:1990082|GO:1990904
b0794,b0041,499,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005886|GO:0006855|GO:0015562|GO:0015904|GO:0016887|GO:0035725|GO:0055052|GO:0090452|GO:1990961,GO:0005515|GO:0009055|GO:0009437|GO:0042413
b0794,b0041,499,Affinity Capture-Luminescence,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005886|GO:0006855|GO:0015562|GO:0015904|GO:0016887|GO:0035725|GO:0055052|GO:0090452|GO:1990961,GO:0005515|GO:0009055|GO:0009437|GO:0042413
b3781,b0041,174,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005737|GO:0005829|GO:0015035|GO:0015036|GO:0030337|GO:0045454,GO:0005515|GO:0009055|GO:0009437|GO:0042413
b3352,b0628,173,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005829|GO:0016887,GO:0005515|GO:0005737|GO:0005829|GO:0009107|GO:0009249|GO:0016740|GO:0016992|GO:0042803|GO:0046872|GO:0051539
b1021,b3236,150,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005886|GO:0043708|GO:0043709,GO:0005737|GO:0005829|GO:0006096|GO:0006099|GO:0006108|GO:0006113|GO:0009061|GO:0016020|GO:0016491|GO:0016615|GO:0019898|GO:0030060|GO:0042803
b0490,b0029,204,Two-hybrid,PUBMED:24561554,GO:0005315|GO:0005515|GO:0005524|GO:0005886|GO:0006826|GO:0006879|GO:0016020|GO:0016887|GO:0035435|GO:0043190,GO:0005829|GO:0008299|GO:0016114|GO:0016491|GO:0019288|GO:0042380|GO:0046872|GO:0050992|GO:0051538|GO:0051539|GO:0051745
b3365,b3414,595,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0006113|GO:0006116|GO:0009344|GO:0016491|GO:0020037|GO:0042128|GO:0046872|GO:0050660|GO:0050661|GO:0051536|GO:0051537|GO:0051539|GO:0098809|GO:0106316,GO:0005506|GO:0005515|GO:0005829|GO:0006979|GO:0010106|GO:0015976|GO:0016226|GO:0042803|GO:0046872|GO:0051539|GO:0051604|GO:0097428|GO:0106035|GO:0140132
b4346,b4180,188,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003924|GO:0004519|GO:0005515|GO:0005524|GO:0005525|GO:0009307|GO:0010385|GO:0016887|GO:0042802|GO:0044729|GO:1905348,GO:0000451|GO:0003723|GO:0005515|GO:0005737|GO:0005829|GO:0006364|GO:0006396|GO:0008168|GO:0008173|GO:0032259|GO:0070039
b4167,b4180,785,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0016829|GO:0016836|GO:0016853|GO:0046496|GO:0046872|GO:0052855|GO:0052856|GO:0110051,GO:0000451|GO:0003723|GO:0005515|GO:0005737|GO:0005829|GO:0006364|GO:0006396|GO:0008168|GO:0008173|GO:0032259|GO:0070039
b2501,b0200,542,Two-hybrid,PUBMED:24561554,GO:0005524|GO:0005829|GO:0005886|GO:0006793|GO:0006799|GO:0008976|GO:0009358|GO:0016301|GO:0016310|GO:0016776|GO:0016778|GO:0031241|GO:0042803|GO:0043751|GO:0046872,GO:0000287|GO:0005737|GO:0005829|GO:0005975|GO:0008270|GO:0009103|GO:0009244|GO:0016787|GO:0016791|GO:0034200|GO:0046872|GO:0097171
b3704,b3195,199,Two-hybrid,PUBMED:24561554,GO:0000049|GO:0001682|GO:0003723|GO:0004519|GO:0004526|GO:0006396|GO:0008033|GO:0030677|GO:0042780|GO:0042781,GO:0005515|GO:0005524|GO:0005886|GO:0015914|GO:0016020|GO:0016887|GO:0120010|GO:0120014|GO:1990531
b1963,b2462,363,Two-hybrid,PUBMED:24561554,GO:0005886|GO:0032153|GO:0043093|GO:0051301,GO:0005198|GO:0031469|GO:0031471|GO:0034214|GO:0042802|GO:0046336
b2569,b1342,541,Two-hybrid,PUBMED:24561554,GO:0003746|GO:0003924|GO:0005515|GO:0005525|GO:0005829|GO:0005886|GO:0006412|GO:0006414|GO:0009268|GO:0009409|GO:0009651|GO:0016787|GO:0042274|GO:0042802|GO:0043022|GO:0043023|GO:0043024|GO:0045727|GO:0097216,GO:0000287|GO:0005385|GO:0005515|GO:0005886|GO:0006811|GO:0006824|GO:0015087|GO:0015095|GO:0015295|GO:0022883|GO:0050897|GO:0071577|GO:0071578|GO:1902600|GO:1903830
b2169,b0559,363,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005737|GO:0005886|GO:0009401|GO:0016301|GO:0016310|GO:0022877|GO:0090563|GO:1902495|GO:1990539,unknown
b2959,b1446,155,Two-hybrid,PUBMED:24561554,GO:0005829|GO:0042255,GO:0005515|GO:0005829
b3264,b1541,161,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003700|GO:0009410|GO:0045892,GO:0005829
b0939,b1787,539,Two-hybrid,PUBMED:24561554,GO:0030288|GO:0042597|GO:0061077|GO:0071555,unknown
b0888,b1797,161,Two-hybrid,PUBMED:24561554,GO:0004791|GO:0005515|GO:0005737|GO:0005829|GO:0016491|GO:0019430|GO:0045454|GO:0050660|GO:1902515,unknown
b1836,b1953,868,Two-hybrid,PUBMED:24561554,GO:0005515,GO:0044011|GO:0070301|GO:0071468
b1284,b1953,542,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003700|GO:0005829|GO:0006355|GO:0006974,GO:0044011|GO:0070301|GO:0071468
b3735,b2105,157,Two-hybrid,PUBMED:24561554,GO:0005886|GO:0006754|GO:0015986|GO:0016020|GO:0042777|GO:0045259|GO:0045261|GO:0046933|GO:0046961|GO:1902600,GO:0003677|GO:0005737|GO:0006355|GO:0045892|GO:0046872
b1193,b2105,171,Two-hybrid,PUBMED:24561554,GO:0000270|GO:0008932|GO:0008933|GO:0009279|GO:0016829|GO:0016837|GO:0016998|GO:0051301|GO:0071555,GO:0003677|GO:0005737|GO:0006355|GO:0045892|GO:0046872
b1945,b2325,155,Two-hybrid,PUBMED:24561554,GO:0003774|GO:0005515|GO:0005886|GO:0006935|GO:0009288|GO:0009425|GO:0009433|GO:0050918|GO:0071973|GO:0071977|GO:0071978|GO:0097588|GO:0120107,GO:0005829
b1407,b2325,165,Two-hybrid,PUBMED:24561554,GO:0051595,GO:0005829
b0723,b2897,916,Two-hybrid,PUBMED:24561554,GO:0000104|GO:0005515|GO:0005886|GO:0006099|GO:0008177|GO:0009055|GO:0009060|GO:0009061|GO:0016020|GO:0016491|GO:0016627|GO:0019646|GO:0022900|GO:0045273|GO:0050660,GO:0005515|GO:0005737|GO:0006105|GO:0034552
b0596,b2897,180,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005829|GO:0008667|GO:0009239|GO:0016491|GO:0019290|GO:0032991|GO:0042802,GO:0005515|GO:0005737|GO:0006105|GO:0034552
b3082,b3083,999,Two-hybrid,PUBMED:24561554,GO:0001046|GO:0003677|GO:0005515|GO:0006355|GO:0040008|GO:0042803|GO:0110001,GO:0003723|GO:0004519|GO:0004521|GO:0005515|GO:0006355|GO:0017148|GO:0040008|GO:0043488|GO:0110001
b2501,b3239,157,Two-hybrid,PUBMED:24561554,GO:0005524|GO:0005829|GO:0005886|GO:0006793|GO:0006799|GO:0008976|GO:0009358|GO:0016301|GO:0016310|GO:0016776|GO:0016778|GO:0031241|GO:0042803|GO:0043751|GO:0046872,unknown
b2201,b3239,171,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005886|GO:0015439|GO:0016887|GO:0017004|GO:0022857|GO:0043190|GO:1903607|GO:1904334,unknown
b0918,b1649,539,Two-hybrid,PUBMED:24561554,GO:0000287|GO:0005515|GO:0005737|GO:0005829|GO:0008690|GO:0009103|GO:0016779|GO:0019294|GO:0033468,GO:0003677|GO:0003700|GO:0005515|GO:0009889|GO:0045892|GO:0080090
b0777,b1585,171,Two-hybrid,PUBMED:24561554,GO:0008168|GO:0008757|GO:0009102|GO:0010340|GO:0032259|GO:0102130,GO:0005886
b3922,b1585,157,Two-hybrid,PUBMED:24561554,GO:0005829,GO:0005886
b2953,b1585,157,Two-hybrid,PUBMED:24561554,GO:0005737,GO:0005886
b2592,b1585,153,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0009408|GO:0016020|GO:0016887|GO:0034605|GO:0042026|GO:0042802,GO:0005886
b3378,b1585,171,Two-hybrid,PUBMED:24561554,unknown,GO:0005886
b0938,b1585,171,Two-hybrid,PUBMED:24561554,GO:0007155|GO:0009289|GO:0043709,GO:0005886
b2134,b3082,157,Two-hybrid,PUBMED:24561554,GO:0000270|GO:0004175|GO:0005515|GO:0006508|GO:0008233|GO:0008360|GO:0009002|GO:0009252|GO:0009410|GO:0016787|GO:0042597|GO:0043093|GO:0071555,GO:0001046|GO:0003677|GO:0005515|GO:0006355|GO:0040008|GO:0042803|GO:0110001
b0587,b0043,351,Two-hybrid,PUBMED:24561554,GO:0004713|GO:0005886|GO:0006826|GO:0015620|GO:0015685|GO:0016020,GO:0009437|GO:0016491|GO:0071949
b3389,b0044,499,Two-hybrid,PUBMED:24561554,GO:0000166|GO:0003856|GO:0005515|GO:0005737|GO:0008270|GO:0008652|GO:0009073|GO:0009423|GO:0016829|GO:0046872|GO:0070403,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b3389,b0044,499,Affinity Capture-Western,PUBMED:24561554,GO:0000166|GO:0003856|GO:0005515|GO:0005737|GO:0008270|GO:0008652|GO:0009073|GO:0009423|GO:0016829|GO:0046872|GO:0070403,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b0759,b0044,542,Two-hybrid,PUBMED:24561554,GO:0003978|GO:0005515|GO:0005737|GO:0005829|GO:0005975|GO:0006012|GO:0009242|GO:0016853|GO:0016857|GO:0033499|GO:0042802|GO:0070403,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b3481,b0044,542,Two-hybrid,PUBMED:24561554,GO:0000976|GO:0001046|GO:0001217|GO:0003677|GO:0003700|GO:0005515|GO:0005667|GO:0006355|GO:0010045|GO:0016151|GO:0032993|GO:0042802|GO:0043565|GO:0046872|GO:2000143,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b0882,b0044,499,Two-hybrid,PUBMED:24561554,GO:0004176|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006508|GO:0006515|GO:0006979|GO:0009368|GO:0016887|GO:0034605|GO:0043335,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b0882,b0044,499,Affinity Capture-Luminescence,PUBMED:24561554,GO:0004176|GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0006508|GO:0006515|GO:0006979|GO:0009368|GO:0016887|GO:0034605|GO:0043335,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b0508,b0044,242,Two-hybrid,PUBMED:24561554,GO:0008903|GO:0016853|GO:0042803|GO:0046487,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b2542,b0044,557,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005737|GO:0008695|GO:0008860|GO:0009056|GO:0009334|GO:0016491|GO:0016651|GO:0019380,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b0600,b0044,517,Two-hybrid,PUBMED:24561554,GO:0003824|GO:0005515|GO:0005737|GO:0008483|GO:0009058|GO:0010326|GO:0016212|GO:0030170|GO:0042803,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b0600,b0044,517,Affinity Capture-Western,PUBMED:24561554,GO:0003824|GO:0005515|GO:0005737|GO:0008483|GO:0009058|GO:0010326|GO:0016212|GO:0030170|GO:0042803,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b0600,b0044,517,Affinity Capture-Luminescence,PUBMED:24561554,GO:0003824|GO:0005515|GO:0005737|GO:0008483|GO:0009058|GO:0010326|GO:0016212|GO:0030170|GO:0042803,GO:0005506|GO:0005515|GO:0046872|GO:0051539
b3306,b3065,997,Two-hybrid,PUBMED:24561554,GO:0000028|GO:0002181|GO:0003735|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0006417|GO:0019843|GO:0022627|GO:0043488|GO:1990904,GO:0000028|GO:0002181|GO:0003735|GO:0005737|GO:0005829|GO:0005840|GO:0006412|GO:0019843|GO:0022627|GO:1990904
b0076,b2079,466,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003700|GO:0006355|GO:0032993|GO:0043565,GO:0000156|GO:0000160|GO:0000976|GO:0000987|GO:0003677|GO:0005737|GO:0005829|GO:0006355|GO:0032993|GO:0042802|GO:2000144|GO:2001023
b2017,b4539,999,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0005515|GO:0006355|GO:0015643|GO:0040008|GO:0042803|GO:0043565|GO:0044010|GO:0045892|GO:0110001,GO:0003723|GO:0004519|GO:0004521|GO:0005515|GO:0006355|GO:0006401|GO:0006402|GO:0009408|GO:0016892|GO:0040008|GO:0042803|GO:0043024|GO:0044010|GO:0045947|GO:0098795|GO:0110001
b1943,b4137,161,Two-hybrid,PUBMED:24561554,GO:0009424|GO:0044780|GO:0044781|GO:0071973,GO:0005507|GO:0005737|GO:0010038|GO:0032991|GO:0046688|GO:0046872
b2553,b0451,999,Two-hybrid,PUBMED:24561554,GO:0000166|GO:0005515|GO:0005524|GO:0005829|GO:0006808|GO:0008047|GO:0030234|GO:0036094|GO:0042304|GO:0042802,GO:0005515|GO:0005886|GO:0008519|GO:0015670|GO:0016020|GO:0042802|GO:0072488
b0450,b0451,999,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005737|GO:0005829|GO:0005886|GO:0006808|GO:0030234|GO:0042802|GO:0045848,GO:0005515|GO:0005886|GO:0008519|GO:0015670|GO:0016020|GO:0042802|GO:0072488
b0975,b0972,999,Two-hybrid,PUBMED:24561554,GO:0004175|GO:0004190|GO:0005515|GO:0006508|GO:0008047|GO:0008233|GO:0016485|GO:0046872,GO:0005515|GO:0005886|GO:0006113|GO:0008901|GO:0009055|GO:0009061|GO:0009267|GO:0009375|GO:0016020|GO:0016491|GO:0019645|GO:0033748|GO:0044569|GO:0046872|GO:0051536|GO:0051538|GO:0051539|GO:0098567|GO:1902421
b2207,b2997,633,Two-hybrid,PUBMED:24561554,GO:0005048|GO:0005515|GO:0005737|GO:0051224,GO:0005515|GO:0005886|GO:0008901|GO:0009055|GO:0009061|GO:0009375|GO:0016020|GO:0016491|GO:0033748|GO:0042597|GO:0044569|GO:0046872|GO:0051536|GO:0051538|GO:0051539
b3781,b2997,196,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005737|GO:0005829|GO:0015035|GO:0015036|GO:0030337|GO:0045454,GO:0005515|GO:0005886|GO:0008901|GO:0009055|GO:0009061|GO:0009375|GO:0016020|GO:0016491|GO:0033748|GO:0042597|GO:0044569|GO:0046872|GO:0051536|GO:0051538|GO:0051539
b2955,b2997,179,Two-hybrid,PUBMED:24561554,GO:0004109|GO:0005737|GO:0006779|GO:0020037|GO:0042803|GO:0046872|GO:0051539,GO:0005515|GO:0005886|GO:0008901|GO:0009055|GO:0009061|GO:0009375|GO:0016020|GO:0016491|GO:0033748|GO:0042597|GO:0044569|GO:0046872|GO:0051536|GO:0051538|GO:0051539
b0695,b3204,880,Two-hybrid,PUBMED:24561554,GO:0000155|GO:0000160|GO:0004673|GO:0005515|GO:0005524|GO:0005829|GO:0005886|GO:0007165|GO:0016020|GO:0016301|GO:0016310|GO:0016772|GO:0018106|GO:0030288|GO:0035865|GO:0042803,GO:0004857|GO:0005515|GO:0005737|GO:0005829|GO:0008982|GO:0009401|GO:0016301|GO:0016310|GO:0030295
b2833,b3204,169,Two-hybrid,PUBMED:24561554,GO:0005886,GO:0004857|GO:0005515|GO:0005737|GO:0005829|GO:0008982|GO:0009401|GO:0016301|GO:0016310|GO:0030295
b0717,b2696,343,Two-hybrid,PUBMED:24561554,GO:0006457|GO:0030288|GO:0042597|GO:0061077|GO:0071555,GO:0003723|GO:0005737|GO:0005829|GO:0006109|GO:0006402|GO:0006417|GO:0017148|GO:0045947|GO:0045948|GO:0048027|GO:0048255
b2213,b2496,499,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003700|GO:0003908|GO:0005515|GO:0006259|GO:0006281|GO:0006307|GO:0006355|GO:0006974|GO:0008168|GO:0008270|GO:0032259|GO:0043565|GO:0045892|GO:0045893|GO:0046872,GO:0000166|GO:0005515|GO:0005829|GO:0005886|GO:0006260|GO:0006270|GO:0008156|GO:0016020|GO:0030174|GO:0032297|GO:0042802|GO:0043531|GO:1990078|GO:1990085
b2213,b2496,499,Affinity Capture-Western,PUBMED:24561554,GO:0003677|GO:0003700|GO:0003908|GO:0005515|GO:0006259|GO:0006281|GO:0006307|GO:0006355|GO:0006974|GO:0008168|GO:0008270|GO:0032259|GO:0043565|GO:0045892|GO:0045893|GO:0046872,GO:0000166|GO:0005515|GO:0005829|GO:0005886|GO:0006260|GO:0006270|GO:0008156|GO:0016020|GO:0030174|GO:0032297|GO:0042802|GO:0043531|GO:1990078|GO:1990085
b3701,b2496,999,Two-hybrid,PUBMED:24561554,GO:0003677|GO:0003887|GO:0005515|GO:0005737|GO:0005829|GO:0006260|GO:0006261|GO:0006271|GO:0006974|GO:0008408|GO:0009360|GO:0030174|GO:0030894|GO:0032297|GO:0042276|GO:0042802|GO:0042803|GO:0044787|GO:1990078|GO:1990085,GO:0000166|GO:0005515|GO:0005829|GO:0005886|GO:0006260|GO:0006270|GO:0008156|GO:0016020|GO:0030174|GO:0032297|GO:0042802|GO:0043531|GO:1990078|GO:1990085
b2134,b2496,557,Two-hybrid,PUBMED:24561554,GO:0000270|GO:0004175|GO:0005515|GO:0006508|GO:0008233|GO:0008360|GO:0009002|GO:0009252|GO:0009410|GO:0016787|GO:0042597|GO:0043093|GO:0071555,GO:0000166|GO:0005515|GO:0005829|GO:0005886|GO:0006260|GO:0006270|GO:0008156|GO:0016020|GO:0030174|GO:0032297|GO:0042802|GO:0043531|GO:1990078|GO:1990085
b2472,b2055,298,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005829|GO:0008270|GO:0009014|GO:0009085|GO:0009089|GO:0016787|GO:0019877|GO:0032153|GO:0042802|GO:0043093|GO:0046872|GO:0050897,GO:0008417|GO:0009103|GO:0009242|GO:0016740|GO:0045228
b1900,b0325,169,Two-hybrid,PUBMED:24561554,GO:0005515|GO:0005524|GO:0005829|GO:0005886|GO:0015147|GO:0015612|GO:0016020|GO:0016887|GO:0042882|GO:0055052,GO:0008106|GO:0008270|GO:0016491|GO:0016616|GO:0046872
